record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp
PR004489,2026-07-30,MANDI-047,Ambala,Maize,1801.56,0.2212,2006.84,2090.0
PR010955,2026-09-07,MANDI-023,Karnal,Rice,1876.65,2046.37,0.1962,2183.0
PR002010,2026-03-28,MANDI-028,Kurukshetra,Cotton,5884.4353911841245,7263.09,6573.76,
PR006287,2026-06-16,MANDI-001,Ludhiana,Cotton,6843.756115485879,8291.79,7567.78,
PR008362,2026-04-16,MANDI-031,Jalandhar,Sugarcane,3614.19,3867.0,3740.75,
PR007047,2026-06-03,MANDI-044,Ambala,Cotton,6256.33,7341.0,6798.71,6620.0
PR004754,2026-07-03,MANDI-002,Amritsar,Rice,2114.96,2237.673041525604,2176.32,2183.0
PR000061,2026-02-01,MANDI-025,Fatehabad,Cotton,6408.4,6936.62,6672.51,6620.0
PR008936,2026-05-19,,Sirsa,Mustard,0.5826,6247.10326696063,,
PR003764,2026-01-20,,,Maize,2082.12,2471.0,2276.45,2090.0
PR001430,2026-09-01,MANDI-033,Sirsa,Sugarcane,,4186.26,3836.0,3500.0
PR005911,2026-04-14,MANDI-049,Ambala,Rice,2246.63,2648.0,2447.42,2183.0
PR005640,2026-08-14,MANDI-044,Fatehabad,Mustard,5669.44,6590.7,6130.0,0.565
PR011013,2026-03-16,MANDI-004,Patiala,Cotton,,8145.95,7545.0,0.662
PR008308,2026-11-01,MANDI-009,Hisar,Mustard,5138.57,6397.75,5768.0,
PR005510,2026-02-13,MANDI-031,Ambala,Wheat,2353.44,2911.43,,2275.0
PR003241,2026-02-19,MANDI-026,Bathinda,Cotton,6844.42,7609.22,7226.82,6620.0
PR005137,2026-02-24,MANDI-032,Fatehabad,Wheat,2118.73,2241.335863000489,2180.0,2275.0
PR006526,2026-09-01,MANDI-026,Kurukshetra,Maize,1984.16,2144.37,2064.27,2090.0
PR001779,2026-04-03,MANDI-002,Patiala,Cotton,6918.277975529583,0.7992,7454.99,6620.0
PR008195,2026-07-19,MANDI-015,,Sugarcane,3556.94,3898.0826174387867,3728.0,3500.0
PR002780,2026-03-02,MANDI-052,Kurukshetra,Sugarcane,,3798.47,3436.57,3500.0
PR005305,2026-07-30,MANDI-056,Bathinda,Mustard,5884.1,6753.54,6318.82,5650.0
PR010020,2026-04-26,MANDI-014,Karnal,Maize,0.206,2238.26,2149.07,2090.0
PR006899,2026-04-16,MANDI-016,Amritsar,Sugarcane,3384.7600663525986,4147.7203205507385,3766.24,3500.0
PR001022,2026-07-02,MANDI-027,Karnal,Sugarcane,0.3671,3905.0,3788.0,3500.0
PR008027,2026-04-23,,Sirsa,Cotton,6868.0,8535.0,0.7702,0.662
PR007680,2026-01-31,MANDI-054,Hisar,Wheat,2073.38,0.2372,2222.6,2275.0
PR011062,2026-08-21,MANDI-004,Bathinda,Maize,2111.2163247494464,2493.73,,2090.0
PR009325,2026-08-27,MANDI-026,Kurukshetra,Mustard,0.5397,6726.0,6061.190964978921,5650.0
PR000466,2026-07-22,MANDI-047,Kurukshetra,Mustard,5218.3,5576.09,5397.192097514321,5650.0
PR001457,2026-05-12,MANDI-030,Patiala,Rice,2007.16,2476.88,2242.02,2183.0
PR002460,2026-07-21,MANDI-002,Amritsar,Mustard,4998.0,6188.952444514544,5593.47,
PR006032,2026-06-27,MANDI-012,Amritsar,Rice,1917.59,0.2082,1999.57,2183.0
PR004943,2026-06-28,MANDI-012,,Rice,2052.49,2392.86,2222.68,2183.0
PR003361,2026-04-25,MANDI-027,Sirsa,Cotton,5831.69,7064.26,0.6448,
PR001276,2026-04-07,MANDI-002,Jalandhar,Cotton,6753.25,7703.0,0.7228,6620.0
PR008916,2026-04-04,,Kurukshetra,Rice,1877.0,2123.27,0.2,
PR003228,2026-04-24,MANDI-043,Patiala,Maize,2123.68,2512.87,2318.27,2090.0
PR005917,2026-04-10,MANDI-033,Sirsa,Sugarcane,3138.94,3324.0,3231.3,3500.0
PR001302,2026-02-01,MANDI-008,,Sugarcane,2995.0,3587.0,3290.76,3500.0
PR007382,2026-06-24,MANDI-056,Karnal,Maize,1927.1289194752007,2037.0,1982.28,0.209
PR004999,2026-08-08,MANDI-012,Fatehabad,Maize,1896.49,2370.0,0.2133,2090.0
PR007514,2026-03-31,MANDI-008,Ludhiana,Mustard,5578.43,6592.42,6085.421865133236,0.565
PR008475,2026-08-12,MANDI-017,,Mustard,5129.0,0.6093,5611.31,5650.0
PR010068,2026-05-05,MANDI-027,Karnal,Sugarcane,3001.92,3250.0,3126.02,3500.0
PR009578,2026-08-24,MANDI-025,Karnal,Wheat,2186.3867177423476,2478.83,0.2333,0.2275
PR009754,2026-02-10,MANDI-040,Kurukshetra,Mustard,0.5714,6326.33,6020.36,0.565
PR000599,2026-07-19,,Amritsar,Rice,2098.0,2245.99,2172.13,2183.0
PR009582,2026-02-02,MANDI-003,,Maize,1913.0,2145.85,2029.2,2090.0
PR002605,2026-04-20,,Kurukshetra,Mustard,,0.6332,6032.0,5650.0
PR010412,2026-05-16,MANDI-018,Jalandhar,Rice,,2565.0,2367.56,2183.0
PR002646,2026-06-03,,Karnal,Wheat,,0.2193,0.2134,0.2275
PR002287,2026-08-14,MANDI-055,Sirsa,Maize,1805.3,2236.0,2020.87,2090.0
PR005065,2026-07-14,MANDI-028,Moga,Wheat,2053.28,0.2204,2128.65,2275.0
PR011982,2026-04-12,MANDI-039,,Maize,0.2118,2564.55505398762,2341.08,0.209
PR007495,2026-05-30,MANDI-022,Fatehabad,Maize,,2313.6987552025344,2090.489139341992,2090.0
PR009045,2026-08-11,MANDI-054,Moga,Rice,2072.5,2585.87,2329.19,2183.0
PR010357,2026-07-12,MANDI-032,Ludhiana,Maize,1907.4,0.2107,2007.21,
PR003980,2026-01-19,MANDI-055,Amritsar,Sugarcane,0.3166,3886.22,3526.0,3500.0
PR000299,2026-06-29,MANDI-031,,Wheat,0.2288,2580.0,2433.72,2275.0
PR008991,2026-04-22,MANDI-013,Hisar,Rice,1997.45,2426.45,2212.0,0.2183
PR002440,2026-09-04,,Fatehabad,Mustard,0.5443,5975.86,5709.43,0.565
PR011416,2026-01-14,,Ludhiana,Rice,2060.0,2499.07,2279.72,2183.0
PR005391,2026-03-02,MANDI-033,Ambala,Wheat,2362.39,2564.23,2463.31,2275.0
PR004140,2026-09-06,MANDI-036,Sirsa,Mustard,5098.58,5552.12,0.5325,
PR000919,2026-04-08,,Moga,Cotton,6912.37,7387.39,,6620.0
PR010635,2026-08-05,MANDI-030,Ambala,Mustard,5493.0,6748.28,6120.57,5650.0
PR004438,2026-08-19,MANDI-032,Kurukshetra,Sugarcane,3328.0,3873.36,3600.82,3500.0
PR005712,2026-03-04,MANDI-003,Ferozepur,Mustard,4846.58,0.5179,5012.89,5650.0
PR008653,2026-01-23,MANDI-047,Ferozepur,Sugarcane,3446.52,4062.79,3754.6554538409373,
PR010938,2026-07-07,MANDI-023,Patiala,Maize,2032.75,0.2368,2200.3,2090.0
PR001394,2026-06-26,MANDI-038,Ambala,Maize,1885.84,2240.51,2063.18,
PR005980,2026-03-02,MANDI-044,Ambala,Sugarcane,3579.44,4356.21,0.3968,3500.0
PR008064,2026-03-02,MANDI-050,Patiala,Wheat,2061.1,2424.16,,
PR009435,2026-11-08,MANDI-046,Fatehabad,Mustard,4888.0,6017.25,,5650.0
PR004287,2026-04-08,MANDI-022,Jalandhar,Wheat,2052.0,2429.68,2240.79,2275.0
PR011935,2026-08-25,MANDI-032,Karnal,Wheat,2388.32,2923.66,2655.99,2275.0
PR004288,2026-09-03,MANDI-046,Hisar,Maize,1990.0,,0.2232,2090.0
PR001109,2026-05-19,MANDI-043,Ambala,Rice,2078.43,2525.26,,2183.0
PR003643,2026-02-27,MANDI-035,Patiala,Mustard,5793.33,6584.07,0.6189,5650.0
PR005518,2026-05-22,MANDI-023,Ferozepur,Wheat,2288.75,2832.97,2560.86,2275.0
PR006025,2026-05-27,MANDI-057,Ambala,Cotton,6357.57,,6978.59,6620.0
PR001202,2026-09-01,MANDI-002,Patiala,Cotton,6136.76,7182.95,6659.86,6620.0
PR007736,2026-08-15,MANDI-033,Bathinda,Wheat,2050.66,2388.0,2219.44,2275.0
PR004957,2026-03-07,MANDI-044,Bathinda,Mustard,5421.29,6620.53,6021.0,5650.0
PR002213,2026-03-13,MANDI-040,Moga,Rice,0.2217,2538.0,2377.47,2183.0
PR010034,2026-02-09,MANDI-049,Ferozepur,Mustard,5905.0,6218.817407654032,6062.0,5650.0
PR006141,2026-04-26,,Ferozepur,Cotton,6247.071627965324,7754.34,7000.71,6620.0
PR004079,2026-04-22,MANDI-023,Hisar,Maize,2127.99,2456.8831876071404,2292.4387843825234,0.209
PR004477,2026-07-09,,Sirsa,Rice,1965.08,2234.14,2099.61,0.2183
PR003403,2026-05-07,MANDI-006,Patiala,Rice,1903.98,2141.97,2022.98,2183.0
PR000873,2026-10-07,MANDI-057,Karnal,Sugarcane,3428.64,3776.94,3602.79,3500.0
PR004857,2026-08-22,MANDI-016,Ludhiana,Rice,2218.89,2559.0,2388.912911816383,2183.0
PR011133,2026-05-29,MANDI-049,Kurukshetra,Rice,0.1859,2168.5,2013.59,
PR005875,2026-01-18,MANDI-049,Hisar,Maize,0.1983,2363.99,2173.56,2090.0
PR009529,2026-06-27,MANDI-003,Fatehabad,Sugarcane,3249.63,3417.16,3333.0,3500.0
PR010601,2026-05-24,,Ambala,Rice,1923.261700118704,2293.32,2108.0,2183.0
PR001303,2026-07-13,MANDI-045,Bathinda,Maize,2139.0,2321.82,0.2231,2090.0
PR005636,2026-05-27,MANDI-049,Hisar,Sugarcane,3125.2,0.3652,3389.0,3500.0
PR007590,2026-08-18,MANDI-018,,Maize,1907.0,2011.03531896588,1958.97,2090.0
PR006907,2026-08-31,,,Mustard,5391.5,5801.83,,5650.0
PR010093,2026-04-09,,Amritsar,Sugarcane,3329.0,3512.61,3420.76,3500.0
PR002752,2026-07-03,MANDI-039,Amritsar,Cotton,6031.38,7480.02,6756.0,6620.0
PR007183,2026-07-02,MANDI-057,Ludhiana,Rice,0.2171,2618.1307845618394,2394.39,2183.0
PR009352,2026-06-25,,Hisar,Mustard,5439.917148733395,6072.96,0.5756,5650.0
PR006566,2026-06-30,MANDI-012,Bathinda,Wheat,2331.95,2724.0,2528.2,0.2275
PR011428,2026-02-03,MANDI-003,Ambala,Mustard,0.5371,6640.821420408665,6006.0,5650.0
PR009909,2026-07-20,MANDI-030,,Rice,2225.01,2454.4,2339.7055988680077,2183.0
PR005170,2026-02-15,MANDI-007,Kurukshetra,Sugarcane,3191.19,0.3439,3314.85,3500.0
PR001161,2026-09-01,MANDI-052,,Rice,0.2291,2845.0,2568.0,0.2183
PR003814,2026-07-25,MANDI-030,Kurukshetra,Maize,1854.56,2296.86,2076.0,2090.0
PR007368,2026-08-09,MANDI-051,Jalandhar,Maize,1850.62,2059.63,1955.12,2090.0
PR009640,2026-04-08,MANDI-023,Kurukshetra,Mustard,5932.36,6587.76,,0.565
PR007227,2026-07-12,MANDI-045,Karnal,Rice,2038.71,2438.8,2238.753151091706,2183.0
PR007319,2026-05-02,MANDI-050,Ludhiana,Maize,0.2009,2352.0,2181.0,2090.0
PR003413,2026-07-05,MANDI-049,,Mustard,5891.0,6833.35,6362.4,5650.0
PR006288,2026-07-30,MANDI-029,Bathinda,Rice,2227.5,2471.82,2350.0,
PR006946,2026-02-04,MANDI-040,Bathinda,Wheat,2169.0,2318.82,2243.95,0.2275
PR006311,2026-09-03,MANDI-040,Hisar,Wheat,2208.62,2566.1,2387.0,0.2275
PR006251,2026-08-03,MANDI-026,,Wheat,2148.25,2367.05,2257.652286792024,0.2275
PR008601,2026-06-30,,Patiala,Wheat,2081.2568873316536,0.2548,2314.0,
PR000834,2026-07-02,MANDI-057,Karnal,Sugarcane,3365.0,4054.0,3709.36,3500.0
PR003512,2026-04-13,MANDI-026,Karnal,Sugarcane,3142.6,3499.3,3320.95,3500.0
PR007112,2026-08-01,MANDI-034,Hisar,Maize,1778.0,1976.61,1877.13,0.209
PR000119,2026-07-16,MANDI-053,Fatehabad,Maize,1990.96,0.2121,2055.86,2090.0
PR000978,2026-01-27,,Patiala,Cotton,0.6516,7781.87,7148.89,6620.0
PR003752,2026-06-24,,Bathinda,Sugarcane,,,3268.947919756177,3500.0
PR002671,2026-01-06,MANDI-050,,Wheat,2233.8,2722.5,2478.15,2275.0
PR010378,2026-04-10,MANDI-057,Amritsar,Wheat,2355.797362810118,2683.83,2520.0,
PR003522,2026-08-16,MANDI-034,Ambala,Wheat,2353.83,2660.383135144971,2507.0,2275.0
PR010208,2026-08-05,MANDI-024,Sirsa,Mustard,0.5549,6820.0,6184.0,5650.0
PR009699,2026-08-14,MANDI-053,Ludhiana,Mustard,4874.155855873733,0.5826,5350.060722607079,5650.0
PR010501,2026-06-01,MANDI-017,Jalandhar,Maize,1911.0,0.2029,1969.92,0.209
PR006469,2026-04-29,,Moga,Cotton,5882.73,6440.431728054497,6161.58,6620.0
PR006400,2026-05-13,MANDI-039,Jalandhar,Maize,0.1901,0.2246,2073.1,2090.0
PR004681,2026-04-09,MANDI-005,Fatehabad,Wheat,2180.05,2573.58,2376.8182472783747,0.2275
PR000484,2026-02-22,MANDI-047,Sirsa,Maize,0.1812,1992.0,1902.1,2090.0
PR000520,2026-06-05,,,Wheat,2284.96,,2418.69,2275.0
PR007658,2026-08-31,MANDI-028,Ludhiana,Mustard,0.5251,5641.22,5446.128792310115,0.565
PR010680,2026-01-18,MANDI-020,Karnal,Sugarcane,3220.0,3595.71,3408.0,
PR002579,2026-05-07,MANDI-034,Bathinda,Sugarcane,3207.16,3431.64,3319.4,
PR008133,2026-03-30,MANDI-051,Ferozepur,Sugarcane,,3580.03,3332.07,3500.0
PR004232,2026-06-26,MANDI-051,Moga,Maize,2047.64,2353.0,0.22,
PR006110,2026-08-10,MANDI-038,Ludhiana,Sugarcane,3399.15,4148.482724484125,3774.0,3500.0
PR001523,2026-07-17,MANDI-016,Ferozepur,Rice,2266.25,2400.0,2333.0,
PR006402,2026-05-31,MANDI-055,Jalandhar,Cotton,5889.94,0.6955,6422.66,6620.0
PR003433,2026-02-28,MANDI-029,Jalandhar,Wheat,2211.07,2620.14,2415.6,2275.0
PR004290,2026-02-26,MANDI-002,Ferozepur,Sugarcane,,3573.860033405114,3332.79,
PR005717,2026-08-09,MANDI-029,Amritsar,Sugarcane,3044.9,3557.0,3301.01,3500.0
PR004002,2026-06-25,MANDI-041,Fatehabad,Mustard,5777.0,6452.42,6114.62,5650.0
PR002718,2026-04-11,MANDI-050,Patiala,Rice,2108.0,2334.0,2220.9825600639833,2183.0
PR003212,2026-05-25,MANDI-039,Patiala,Mustard,4993.0,5936.90373321478,0.5465,5650.0
PR003637,2026-06-17,,Ferozepur,Cotton,5939.42,0.671,6324.676775601345,6620.0
PR004487,2026-07-30,MANDI-025,Patiala,Maize,2100.0,2462.68,2281.11,
PR003485,2026-01-21,MANDI-037,,Wheat,2190.22,2611.0,2400.44,2275.0
PR006216,2026-01-06,MANDI-051,Amritsar,Mustard,5624.506500669488,6786.61,6206.0,
PR001175,2026-01-07,MANDI-051,,Maize,0.2155,0.2321,2238.0,2090.0
PR009466,2026-04-29,MANDI-057,Jalandhar,Rice,2110.0,2436.12,2273.1521814996595,2183.0
PR011297,2026-03-22,MANDI-022,Patiala,Wheat,,2445.33,2269.78,2275.0
PR003496,2026-03-13,,Hisar,Cotton,6395.37,7816.87,7106.12,6620.0
PR004230,2026-09-07,MANDI-008,Ferozepur,Cotton,6579.59,7607.0,7093.394654550255,
PR009975,2026-04-19,MANDI-005,Karnal,Sugarcane,0.3656,4389.0,4022.47,3500.0
PR001570,2026-06-08,,Ambala,Sugarcane,3238.05,3952.0,3594.81,3500.0
PR003076,2026-02-13,MANDI-008,Moga,Wheat,1973.43,0.2208,2090.0,2275.0
PR010718,2026-11-08,MANDI-010,Hisar,Sugarcane,,4390.13,4006.0,3500.0
PR007345,2026-03-17,,Hisar,Maize,2090.72,2295.2143958431393,0.2193,
PR007867,2026-05-02,MANDI-038,Patiala,Wheat,0.1998,2155.0,2076.53,2275.0
PR008942,2026-08-20,MANDI-032,Ludhiana,Cotton,5947.47,6856.74,6402.1,
PR008139,2026-05-14,MANDI-014,Amritsar,Sugarcane,3305.98,3870.0,3588.23,
PR011221,2026-01-19,MANDI-041,Fatehabad,Rice,2001.0,2139.94,0.2071,2183.0
PR001838,2026-05-08,MANDI-012,,Maize,2171.78,2445.4707611889066,2308.62,
PR007621,2026-06-04,MANDI-037,Kurukshetra,Sugarcane,0.3565,4302.96,3933.75,
PR002797,2026-08-14,MANDI-034,Ludhiana,Rice,2183.51,,2410.09,2183.0
PR007122,2026-02-02,MANDI-046,,Maize,2092.97,0.2244,2168.59,2090.0
PR009947,2026-11-06,MANDI-056,Kurukshetra,Mustard,4886.52,,5200.2,5650.0
PR005190,2026-02-22,,Sirsa,Rice,0.1919,2253.77,2087.0,2183.0
PR010700,2026-06-12,MANDI-038,,Cotton,,7764.14,7043.73,6620.0
PR007193,2026-07-01,MANDI-047,Ferozepur,Cotton,6034.43,6531.71,6283.07,6620.0
PR007842,2026-08-20,MANDI-016,,Mustard,5213.46,5548.4,5380.93,5650.0
PR002203,2026-07-14,MANDI-036,Ambala,Maize,1864.8657116110958,,1934.55,0.209
PR004507,2026-03-23,MANDI-052,Ambala,Rice,2122.61,2646.23,2384.42,
PR009877,2026-04-01,,Sirsa,Wheat,2174.0,2612.07,0.2393,2275.0
PR007901,2026-08-12,MANDI-041,Kurukshetra,Sugarcane,3185.0,3630.17,0.3408,0.35
PR003484,2026-05-19,MANDI-040,Moga,Maize,2073.07,0.2364,2218.52,2090.0
PR005020,2026-06-01,MANDI-016,Jalandhar,Wheat,2151.81,2354.08,0.2253,0.2275
PR006962,2026-03-11,MANDI-042,Amritsar,Mustard,5071.205480767544,5391.39,5231.3,5650.0
PR004732,2026-01-21,MANDI-044,Fatehabad,Cotton,6475.72,7795.88,7135.8,0.662
PR004748,2026-01-15,,Ambala,Maize,1938.67,0.2084,2011.0,0.209
PR009415,2026-05-09,MANDI-034,Hisar,Maize,0.184,2225.38,2032.89,2090.0
PR006076,2026-07-29,MANDI-057,,Sugarcane,3104.9504173705973,3488.64,3296.8,3500.0
PR007791,2026-03-28,MANDI-016,Sirsa,Cotton,6864.83,8497.74,7681.0,6620.0
PR009932,2026-04-14,MANDI-056,Moga,Mustard,0.5098,5773.0,5435.62,5650.0
PR001473,2026-01-12,MANDI-017,,Mustard,5215.567791660669,6157.202485288331,5686.39,5650.0
PR010311,2026-02-21,MANDI-027,Bathinda,Cotton,0.6798,7404.17,7100.92,6620.0
PR008464,2026-06-27,MANDI-001,Fatehabad,Wheat,2053.8199443380377,2542.84,2298.0,
PR000050,2026-03-11,MANDI-039,,Rice,2141.22,2296.98,2219.1,0.2183
PR000524,2026-02-24,MANDI-005,Kurukshetra,Sugarcane,,4397.89,3987.0,3500.0
PR006167,2026-08-12,MANDI-001,Bathinda,Sugarcane,3407.0,4178.0,3792.23,3500.0
PR007625,2026-08-12,MANDI-006,Jalandhar,Cotton,0.64,0.7845,7122.56,6620.0
PR003478,2026-01-27,MANDI-026,Sirsa,Cotton,5948.0,0.7225,6586.28,6620.0
PR009619,2026-08-30,MANDI-038,Sirsa,Rice,1994.0,0.2348,0.2171,0.2183
PR004045,2026-07-16,MANDI-028,Ludhiana,Rice,1981.0,2260.63,2120.66,2183.0
PR009783,2026-08-25,MANDI-024,Patiala,Cotton,6940.07,7477.61,0.7209,6620.0
PR011885,2026-07-03,MANDI-046,Sirsa,Wheat,,2511.71,2329.0,2275.0
PR011485,2026-06-12,MANDI-004,Ludhiana,Wheat,,,2307.0,
PR002028,2026-05-17,MANDI-021,Fatehabad,Sugarcane,3610.44,4090.0,0.385,3500.0
PR003048,2026-03-13,MANDI-041,Ludhiana,Cotton,0.5754,7009.0,6381.81,6620.0
PR000841,2026-04-04,MANDI-022,,Mustard,5462.0,6132.35,5797.35,5650.0
PR011534,2026-07-13,MANDI-005,Ambala,Maize,2161.0,2406.25,2283.0,
PR011812,2026-06-22,MANDI-049,Moga,Mustard,0.5788,0.692,6353.8,5650.0
PR002020,2026-02-01,MANDI-044,Jalandhar,Sugarcane,0.3389,3562.64,0.3476,
PR005417,2026-03-19,MANDI-020,Ambala,Cotton,6231.87,7206.019421511819,0.6719,6620.0
PR004014,2026-07-08,MANDI-045,Karnal,Wheat,2012.05,2395.0,2203.33,2275.0
PR009630,2026-02-09,,Ludhiana,Rice,0.2088,2307.58,2197.66,0.2183
PR000390,2026-11-04,MANDI-008,Fatehabad,Sugarcane,3272.87,3525.56,3399.21,3500.0
PR009025,2026-09-04,MANDI-037,Bathinda,Cotton,6629.66,7310.24,0.697,0.662
PR009066,2026-05-17,MANDI-047,Kurukshetra,Mustard,5130.56,5605.0,5368.0,5650.0
PR002199,2026-05-13,,Bathinda,Maize,2117.16,2263.9636149106454,,2090.0
PR001649,2026-03-30,MANDI-047,Karnal,Sugarcane,0.3134,3535.98,,
PR008098,2026-10-04,MANDI-037,Amritsar,Maize,2146.27,2549.0,2347.84,2090.0
PR004219,2026-02-12,MANDI-047,,Wheat,2025.4078922497006,2359.74,2193.0,2275.0
PR002778,2026-05-13,MANDI-049,,Sugarcane,3258.57,3665.15,3461.86,
PR006849,2026-06-19,MANDI-057,Patiala,Mustard,5358.51,5657.0,5508.0,
PR001598,2026-06-20,MANDI-033,Ferozepur,Cotton,5645.96,0.6402,0.6024,
PR006044,2026-07-06,MANDI-004,Hisar,Wheat,2328.22,2902.98,2615.6,2275.0
PR008870,2026-05-30,MANDI-013,,Rice,2056.92,2451.0,,2183.0
PR011521,2026-08-22,MANDI-015,Bathinda,Maize,2096.36,0.2473,0.2285,0.209
PR007176,2026-02-13,MANDI-026,Karnal,Cotton,6946.39,8375.12,7660.758203350511,0.662
PR005237,2026-05-23,MANDI-004,Sirsa,Wheat,2341.056000276163,2519.652660978858,,2275.0
PR005415,2026-06-25,MANDI-016,,Mustard,0.5403,5741.8738953002685,5572.19,5650.0
PR010105,2026-08-07,MANDI-010,Ambala,Cotton,6778.07,7128.83,6953.45,6620.0
PR009643,2026-06-10,MANDI-003,Kurukshetra,Cotton,6659.59,7001.38,6830.487182890035,0.662
PR005530,2026-01-23,MANDI-014,Jalandhar,Maize,2139.03,2542.0,,0.209
PR000085,2026-05-05,MANDI-021,Bathinda,Wheat,2020.03,0.2501,2260.46,2275.0
PR003718,2026-08-27,MANDI-028,Ferozepur,Sugarcane,0.305,3516.0,3283.0,3500.0
PR001772,2026-04-20,MANDI-026,Sirsa,Sugarcane,0.3365,4204.42,3784.53,0.35
PR011809,2026-06-23,,Amritsar,Rice,2287.28,2456.0977021632784,2371.69,2183.0
PR010212,2026-02-21,,Amritsar,Maize,2077.0,2483.87,2280.31,0.209
PR003379,2026-03-11,MANDI-043,Ambala,Rice,2104.47,2341.27,,2183.0
PR008757,2026-09-05,MANDI-005,Jalandhar,Maize,2182.0,2472.098786664116,0.2327,
PR010702,2026-02-19,MANDI-057,Bathinda,Wheat,2146.8,2431.0,2288.67,2275.0
PR000179,2026-01-18,MANDI-011,Fatehabad,Maize,0.1858,2301.18,2079.0,2090.0
PR001938,2026-06-21,MANDI-023,Jalandhar,Sugarcane,3238.13,3765.13,3501.63,3500.0
PR005764,2026-04-23,MANDI-041,Sirsa,Sugarcane,0.3219,3668.62,3443.64,3500.0
PR005607,2026-08-17,MANDI-055,Jalandhar,Maize,1920.48,2390.27,2155.37,
PR003446,2026-08-30,MANDI-050,,Mustard,5062.37,5475.0,,5650.0
PR006208,2026-08-16,MANDI-027,Kurukshetra,Sugarcane,0.2988,,3263.74,3500.0
PR001957,2026-03-07,MANDI-051,Jalandhar,Sugarcane,3070.59,3488.13,0.3279,3500.0
PR002900,2026-03-27,MANDI-031,Ambala,Rice,0.2052,2343.634069670659,0.2198,
PR006870,2026-06-25,MANDI-053,Fatehabad,Cotton,5726.739617810035,6317.54,6022.14,
PR011059,2026-04-21,MANDI-007,Ambala,Cotton,5718.94,6760.46,6239.7,6620.0
PR007586,2026-05-02,MANDI-025,Ferozepur,Cotton,6129.21,7487.52,0.6808,6620.0
PR000697,2026-06-04,MANDI-015,Hisar,Sugarcane,3042.93,3336.88,0.319,
PR004555,2026-08-19,MANDI-033,Jalandhar,Rice,1868.66,,,
PR002717,2026-05-23,MANDI-048,Ludhiana,Cotton,5664.39,6574.0,6119.19,0.662
PR004551,2026-02-23,MANDI-029,Moga,Sugarcane,3400.83,3989.0,0.3695,3500.0
PR008320,2026-01-13,MANDI-051,Ludhiana,Mustard,5192.2,6242.156754890059,5717.18,5650.0
PR002443,2026-03-23,MANDI-018,Ludhiana,Rice,1942.85,,2181.0,2183.0
PR003257,2026-04-05,MANDI-057,Fatehabad,Cotton,6864.21,7579.0,7221.602462186487,6620.0
PR001950,2026-08-09,MANDI-024,Moga,Maize,0.1962,2276.47,2119.0,2090.0
PR002753,2026-09-04,MANDI-041,Jalandhar,Sugarcane,3232.05,3855.04,0.3544,3500.0
PR002050,2026-06-11,MANDI-024,Bathinda,Wheat,1971.31,2319.543945595378,2145.43,2275.0
PR009809,2026-04-22,MANDI-049,Fatehabad,Cotton,6797.0,0.7413,7105.32,
PR004849,2026-05-07,MANDI-055,Hisar,Sugarcane,0.3289,3956.8523272526313,3623.0,3500.0
PR011108,2026-04-27,MANDI-001,Amritsar,Wheat,2197.997761119742,2700.93,2449.46,2275.0
PR010288,2026-07-13,MANDI-029,,Mustard,4881.18,6040.377884609451,5460.78,5650.0
PR001391,2026-05-15,MANDI-008,,Cotton,5835.63,6536.4,6186.01,0.662
PR003152,2026-01-15,MANDI-019,Sirsa,Mustard,5407.0,5763.0,5584.58,5650.0
PR011920,2026-05-12,MANDI-020,Fatehabad,Wheat,2228.18,,0.2302,2275.0
PR005887,2026-02-04,MANDI-051,Moga,Rice,,2769.85,0.2497,2183.0
PR002000,2026-01-15,,Ludhiana,Maize,2194.35,2374.21,0.2284,2090.0
PR001953,2026-07-24,MANDI-048,Moga,Wheat,2076.0,2321.04,2198.52,
PR000938,2026-07-22,MANDI-046,,Mustard,5476.86,0.6321,5898.74,5650.0
PR002181,2026-02-19,MANDI-029,Ludhiana,Cotton,0.6131,6988.74,6559.673066764204,6620.0
PR003738,2026-09-04,MANDI-057,Karnal,Cotton,6095.45,7404.57,6750.01,
PR008780,2026-01-26,MANDI-026,,Wheat,2173.74,2500.07,2337.0,2275.0
PR007881,2026-08-31,MANDI-037,Sirsa,Maize,2067.6717901166517,2324.74,0.2196,0.209
PR008951,2026-06-24,MANDI-029,Karnal,Mustard,4802.68,5458.0,5130.0,5650.0
PR007493,2026-06-22,MANDI-046,Jalandhar,Maize,1892.425500807009,2133.92,2013.0,2090.0
PR010066,2026-06-05,MANDI-023,Ferozepur,Mustard,5602.56,6843.16,6222.86,5650.0
PR011000,2026-02-21,MANDI-027,Amritsar,Maize,0.192,0.2225,2072.53,
PR010739,2026-04-27,MANDI-032,Patiala,Sugarcane,0.3048,3733.0,3390.0,3500.0
PR002373,2026-08-15,MANDI-023,Ambala,Mustard,5651.0,6308.88,5979.71,5650.0
PR009431,2026-07-19,MANDI-033,Patiala,Sugarcane,0.3588,0.4148,3868.3,3500.0
PR008124,2026-07-27,MANDI-012,,Maize,1890.52,2182.0,2036.0,2090.0
PR010191,2026-03-23,MANDI-039,Sirsa,Sugarcane,3158.673116941412,3837.0,3497.88,3500.0
PR006932,2026-03-15,MANDI-024,Ludhiana,Cotton,6413.1,7777.28,0.7095,0.662
PR006295,2026-02-27,MANDI-046,Jalandhar,Cotton,6845.87,8537.66,7691.76,6620.0
