sensor_id,timestamp,humidity_percent,temperature_c,rainfall_mm
SEN022,,80.0,,0.31
SEN026,,56.0,36.72222222222222,1.26
SEN037,,95.0,17.22222222222222,29.5
SEN018,,32.0,38.1,30.5
SEN016,,40.0,30.6,30.0
SEN017,,55.0,22.8,0.99
SEN045,,91.0,25.1,24.2
SEN033,,,31.72222222222222,12.2
SEN047,,62.0,18.72222222222222,37.9
SEN014,,56.0,17.9,
SEN014,,42.0,24.111111111111114,21.0
SEN019,,52.0,15.3,6.7
SEN018,,64.0,22.77777777777778,17.018
SEN021,,85.0,20.500000000000004,49.1
SEN006,,,28.388888888888886,-38.2
SEN024,,77.0,38.9,
SEN027,,83.0,32.5,22.098
SEN025,,46.0,39.2,7.7
SEN033,,73.0,18.388888888888886,11.7
SEN037,,52.0,27.9,46.0
SEN046,,57.0,39.8,9.1
SEN045,,75.0,17.77777777777778,
SEN011,,95.0,22.2,-22.8
SEN031,,91.0,20.2,42.2
UNKNOWN,,,,40.2
UNKNOWN,,,31.27777777777778,38.4
SEN039,,94.0,27.7,3.4
SEN019,,59.0,27.6,0.9
SEN049,,,18.22222222222222,25.8
SEN023,,74.0,36.0,12.191999999999998
SEN013,,41.0,16.2,17.018
SEN019,,85.0,37.2,25.907999999999998
SEN026,,84.0,31.5,24.3
SEN019,2026-03-04 05:30:00,61.0,31.72222222222222,26.2
SEN021,,82.0,17.9,1.06
SEN010,,33.0,32.22222222222222,0.9
UNKNOWN,,,17.2,25.9
SEN010,,84.0,35.888888888888886,36.2
SEN011,,74.0,24.4,-17.3
SEN009,,42.0,34.77777777777778,24.637999999999998
SEN008,,37.0,15.6,46.2
SEN042,,77.0,23.3,45.3
SEN023,,83.0,19.9,40.2
SEN013,,43.0,34.77777777777778,-13.8
SEN025,,67.0,24.388888888888893,17.525999999999996
SEN043,,92.0,24.0,8.5
SEN018,,63.0,30.27777777777778,37.4
SEN029,,78.0,25.27777777777778,11.0
SEN047,,79.0,,36.3
SEN050,,76.0,29.27777777777778,30.225999999999996
SEN004,,46.0,31.27777777777778,3.9
SEN049,,67.0,29.5,30.9
SEN041,,,19.8,10.0
SEN037,,92.0,,1.67
SEN016,,56.0,39.611111111111114,7.6
SEN008,,53.0,,35.4
SEN028,,47.0,19.5,12.9
SEN001,,63.0,22.61111111111111,-48.2
SEN044,,39.0,32.6,2.794
UNKNOWN,,80.0,36.5,21.9
SEN049,,32.0,28.8,1.01
SEN050,,41.0,31.8,-46.8
SEN049,,88.0,24.388888888888893,31.496
SEN008,,,24.88888888888889,
SEN045,,55.0,31.5,15.7
SEN032,,49.0,35.2,41.0
SEN002,,32.0,23.77777777777778,7.5
SEN033,,43.0,33.111111111111114,6.3
SEN007,,73.0,31.5,48.1
SEN001,,31.0,,0.3
SEN037,,50.0,,32.004
SEN043,,,25.4,1.1
SEN018,,64.0,21.722222222222218,
SEN023,,67.0,37.888888888888886,0.75
SEN034,,77.0,39.388888888888886,28.0
SEN026,,67.0,23.8,37.1
SEN024,,39.0,28.3,26.2
SEN027,,,,
SEN045,,73.0,21.38888888888889,18.0
SEN014,,59.0,15.38888888888889,38.608
UNKNOWN,,,27.4,9.2
UNKNOWN,,69.0,25.4,32.1
SEN046,,30.0,18.22222222222222,13.3
SEN024,,44.0,15.9,24.637999999999998
UNKNOWN,,69.0,,40.3
SEN012,,52.0,37.611111111111114,33.0
SEN050,,,37.8,18.6
SEN039,,66.0,27.77777777777778,25.2
SEN017,,75.0,23.2,30.8
SEN007,,,18.88888888888889,35.559999999999995
SEN048,,58.0,34.72222222222222,49.0
SEN042,,,27.6,14.1
SEN004,,86.0,35.1,35.1
SEN024,,,15.3,25.654
SEN027,,,25.777777777777782,7.365999999999999
SEN019,,52.0,18.4,48.5
SEN026,,61.0,19.5,43.8
SEN029,,70.0,32.3,29.717999999999996
SEN007,,47.0,29.88888888888889,11.5
SEN031,,37.0,18.277777777777782,37.7
SEN003,,85.0,38.4,9.0
SEN039,,62.0,30.88888888888889,40.4
SEN038,,62.0,19.8,44.3
SEN014,,89.0,36.611111111111114,42.672
SEN049,,91.0,35.22222222222222,14.1
SEN043,,85.0,17.77777777777778,-18.7
SEN041,,40.0,21.5,37.6
SEN034,,79.0,34.5,28.8
SEN027,,86.0,,-33.3
SEN044,,49.0,36.6,19.3
SEN022,,80.0,22.11111111111111,47.2
SEN037,,50.0,31.6,30.7
SEN049,2026-02-03 05:30:00,40.0,29.0,40.6
SEN035,,45.0,29.77777777777778,16.6
SEN005,,75.0,28.9,8.4
SEN020,,62.0,22.61111111111111,38.608
SEN010,,69.0,35.77777777777778,1.78
SEN050,2026-01-30 05:30:00,64.0,18.22222222222222,34.798
UNKNOWN,,91.0,31.77777777777778,
UNKNOWN,,63.0,30.77777777777778,27.3
SEN043,,62.0,29.0,8.2
SEN047,,67.0,18.9,27.7
SEN046,,,29.5,8.7
SEN036,,40.0,15.2,1.92
SEN001,,,35.4,0.6
SEN020,,49.0,,43.434
SEN040,,85.0,,11.3
SEN018,,50.0,31.8,42.6
SEN007,,49.0,39.2,-14.4
SEN009,,36.0,25.888888888888886,0.3
SEN011,,33.0,38.9,1.48
SEN029,,43.0,,27.0
SEN020,,85.0,36.2,
SEN049,,51.0,18.4,35.05199999999999
SEN005,,82.0,31.38888888888889,20.827999999999996
SEN043,,81.0,34.8,1.41
SEN016,,89.0,23.000000000000004,24.892
SEN044,,92.0,16.2,19.5
SEN019,,64.0,27.6,34.7
SEN050,,61.0,33.7,17.0
SEN010,,84.0,34.9,40.9
SEN021,,86.0,28.2,27.5
SEN026,,78.0,18.88888888888889,49.9
SEN024,2026-06-27 05:30:00,,35.27777777777778,1.14
SEN005,2026-08-23 05:30:00,46.0,34.0,6.604
SEN043,,53.0,31.38888888888889,5.3
SEN037,,32.0,32.3,34.1
SEN047,,70.0,,43.0
SEN013,,55.0,15.7,11.7
SEN003,,70.0,27.11111111111111,31.9
SEN008,,34.0,21.7,
SEN024,,64.0,28.5,46.1
SEN005,,60.0,23.3,41.2
UNKNOWN,,56.0,33.611111111111114,-8.7
SEN043,,39.0,29.6,47.498
SEN049,,53.0,26.8,23.4
SEN043,,61.0,15.2,9.7
SEN047,,,,26.8
SEN041,,77.0,36.4,1.62
SEN017,,92.0,,0.26
SEN015,,39.0,,0.254
SEN016,,57.0,24.3,3.5
SEN036,,72.0,24.88888888888889,-28.3
SEN044,,81.0,20.9,-9.2
SEN020,,61.0,35.611111111111114,46.2
SEN028,,54.0,32.77777777777778,32.7
SEN022,,91.0,25.222222222222225,4.3
SEN031,,59.0,24.4,
SEN002,,37.0,32.5,22.605999999999998
SEN005,,58.0,,9.9
SEN033,,66.0,32.2,49.8
SEN031,,69.0,29.3,31.2
SEN047,,84.0,28.61111111111111,-5.1
SEN023,,92.0,20.2,39.9
SEN020,,85.0,,0.49
SEN022,,56.0,36.77777777777778,37.5
SEN042,,56.0,24.388888888888893,30.0
SEN039,,82.0,31.27777777777778,-36.5
SEN019,,38.0,25.1,
SEN001,,,22.77777777777778,49.2
SEN034,,57.0,27.6,-34.3
SEN001,,87.0,29.9,24.7
SEN005,,79.0,36.77777777777778,9.4
SEN041,,52.0,28.8,17.018
SEN019,,60.0,19.72222222222222,
UNKNOWN,,82.0,21.1,-5.6
SEN039,,93.0,26.38888888888889,31.8
SEN030,,65.0,24.2,18.287999999999997
SEN020,,58.0,21.8,39.6
SEN016,,86.0,21.1,19.8
SEN006,,82.0,37.2,-21.4
SEN047,,52.0,36.1,39.624
SEN025,,74.0,15.4,22.098
SEN038,,,27.11111111111111,25.907999999999998
SEN015,,57.0,21.5,0.39
SEN036,,54.0,29.2,14.5
SEN039,,88.0,25.888888888888886,22.5
SEN015,,54.0,22.5,27.1
SEN009,,,20.3,0.43
SEN012,,,,29.1
SEN020,,54.0,28.4,8.3
SEN029,,39.0,,24.0
SEN034,,56.0,38.9,
SEN014,,83.0,18.7,1.1
SEN003,,81.0,,2.8
SEN001,,46.0,22.5,0.26
SEN008,,61.0,34.2,7.6
SEN024,,89.0,39.22222222222222,27.3
SEN034,,95.0,,0.5
SEN040,,76.0,,-40.8
SEN042,,51.0,,36.5
SEN022,,59.0,35.22222222222222,14.3
SEN031,,38.0,,30.7
SEN009,,52.0,28.6,-38.5
SEN002,,58.0,28.22222222222222,39.624
SEN031,,44.0,26.999999999999996,47.1
SEN016,,75.0,29.88888888888889,-21.8
SEN001,,84.0,16.7,0.5
SEN011,,80.0,38.3,22.3
SEN049,,66.0,,6.1
SEN012,,45.0,28.61111111111111,9.5
SEN049,,90.0,21.77777777777778,30.1
SEN013,,53.0,22.8,39.4
SEN049,,,25.3,0.5
SEN002,,91.0,23.2,-14.7
SEN038,,95.0,15.4,-8.1
SEN048,,65.0,19.1,46.9
SEN044,,37.0,31.1,38.2
SEN031,,77.0,26.5,38.099999999999994
SEN009,,61.0,,44.8
SEN020,,58.0,15.9,45.7
SEN046,,63.0,25.888888888888886,
SEN010,,93.0,25.611111111111107,45.6
SEN005,,,,-17.5
SEN010,,67.0,20.5,11.6
SEN011,,42.0,37.111111111111114,19.1
SEN012,,32.0,27.3,-19.6
SEN033,,,28.1,0.38
SEN030,,89.0,25.9,21.5
SEN026,,67.0,34.1,1.95
SEN029,,31.0,36.6,0.57
SEN026,,74.0,22.4,29.9
SEN003,,33.0,35.22222222222222,4.6
SEN012,,38.0,32.4,-49.3
SEN031,,,,16.2
SEN006,,77.0,21.8,15.6
SEN050,,80.0,27.77777777777778,-17.1
SEN026,,34.0,26.38888888888889,45.8
SEN037,,53.0,,14.985999999999999
SEN028,,55.0,29.38888888888889,
SEN011,,70.0,26.6,17.6
SEN045,,34.0,20.500000000000004,14.477999999999998
SEN002,,47.0,16.88888888888889,20.8
SEN046,,36.0,19.4,5.2
SEN047,,40.0,,0.5
SEN014,,44.0,17.11111111111111,44.4
SEN034,,87.0,30.77777777777778,39.624
SEN049,,83.0,30.27777777777778,21.8
SEN010,,76.0,38.9,-32.2
SEN029,,76.0,23.2,28.4
SEN036,,68.0,,14.6
SEN019,,81.0,29.0,26.6
SEN017,,69.0,35.111111111111114,41.3
SEN022,,53.0,25.0,-22.2
SEN027,,35.0,24.61111111111111,0.6
SEN019,,49.0,,-35.6
SEN040,,57.0,,14.5
SEN037,,48.0,25.1,48.5
SEN026,,30.0,30.8,-30.1
SEN026,,40.0,38.9,
SEN047,,76.0,29.77777777777778,42.925999999999995
UNKNOWN,,66.0,33.77777777777778,29.6
SEN013,,34.0,17.72222222222222,1.7
SEN031,,35.0,,0.26
SEN031,,82.0,31.22222222222222,1.55
SEN009,,63.0,20.9,1.9
SEN013,,57.0,,34.2
SEN036,,59.0,,-29.9
SEN050,,45.0,,6.8
SEN015,,75.0,34.0,38.7
SEN033,,94.0,18.3,7.619999999999999
SEN038,,76.0,34.77777777777778,
SEN033,,,19.6,0.36
SEN048,,92.0,,33.528
SEN039,,91.0,16.2,1.65
SEN003,,37.0,37.4,41.5
SEN008,,75.0,33.8,1.59
SEN037,,53.0,18.4,-7.0
SEN016,,62.0,,18.8
SEN011,,,,14.477999999999998
UNKNOWN,,71.0,21.888888888888893,4.5
SEN039,,93.0,28.8,39.624
SEN042,,,26.999999999999996,0.91
SEN014,,38.0,17.88888888888889,-26.8
SEN003,,41.0,17.4,1.18
SEN045,,,23.7,24.2
SEN016,,37.0,39.888888888888886,13.97
SEN048,,,,25.907999999999998
SEN002,,82.0,33.1,34.0
UNKNOWN,,,27.9,11.7
SEN032,,72.0,,24.383999999999997
SEN039,,87.0,20.0,24.3
SEN014,,79.0,18.2,43.2
SEN037,,33.0,39.5,6.9
SEN047,,89.0,21.6,1.06
SEN047,,58.0,25.0,1.0
SEN050,,36.0,33.611111111111114,
SEN014,,92.0,18.277777777777782,22.6
SEN008,,75.0,17.9,3.6
SEN033,,84.0,25.5,16.764
SEN038,,82.0,,37.2
SEN032,,72.0,38.3,10.0
SEN019,2026-04-09 05:30:00,59.0,31.1,48.7
SEN007,,37.0,35.888888888888886,35.306
SEN025,,59.0,29.5,24.7
SEN029,,59.0,23.77777777777778,26.162
SEN039,,64.0,39.22222222222222,6.0
SEN023,,72.0,23.22222222222222,34.7
SEN050,,90.0,23.72222222222222,25.907999999999998
SEN039,,92.0,19.0,-6.5
SEN012,,43.0,,47.2
SEN017,,,26.77777777777778,41.3
SEN030,,44.0,36.77777777777778,47.4
SEN040,,32.0,31.2,37.6
SEN016,,37.0,33.111111111111114,15.3
UNKNOWN,,79.0,39.8,45.8
SEN005,,,39.27777777777778,1.27
SEN032,,42.0,19.388888888888893,26.8
SEN041,,31.0,34.7,7.9
UNKNOWN,,,20.888888888888886,21.2
SEN049,,52.0,19.3,42.7
SEN023,,72.0,18.5,10.5
SEN004,,,33.2,20.066
SEN011,,,15.277777777777779,
SEN021,,72.0,16.22222222222222,2.6
SEN030,,65.0,25.38888888888889,-11.0
SEN031,2026-08-31 05:30:00,,,22.5
UNKNOWN,,31.0,37.4,48.2
SEN047,,41.0,28.111111111111107,26.7
SEN021,,30.0,15.7,47.0
SEN023,,51.0,15.1,39.5
SEN035,,47.0,37.6,-49.2
SEN002,,51.0,29.38888888888889,4.5
SEN034,,88.0,39.9,39.7
SEN046,,48.0,,39.37
SEN044,,80.0,,37.2
SEN036,,80.0,21.38888888888889,23.6
SEN030,,32.0,31.8,-3.4
SEN024,,92.0,15.9,3.2
SEN040,,,31.11111111111111,46.482
SEN005,,43.0,33.3,12.446
SEN007,,37.0,28.77777777777778,28.701999999999995
SEN048,,69.0,32.2,48.513999999999996
SEN032,,49.0,37.77777777777778,-18.5
SEN037,,,16.7,5.588
SEN044,,89.0,17.88888888888889,49.8
SEN041,,79.0,15.3,8.2
SEN047,,84.0,,9.6
SEN021,,,31.5,30.5
SEN036,,70.0,31.3,-35.3
SEN048,,32.0,30.88888888888889,-16.3
SEN048,,42.0,16.77777777777778,34.1
SEN034,,64.0,,8.4
SEN043,,58.0,,32.257999999999996
SEN008,,,25.11111111111111,48.9
SEN010,,81.0,,42.2
SEN046,,,22.2,19.1
SEN011,,49.0,24.88888888888889,13.7
SEN048,,56.0,,40.8
SEN009,,79.0,27.7,28.1
SEN024,,,26.3,27.5
SEN042,,59.0,26.2,47.5
SEN015,,,30.1,4.0
SEN026,,64.0,15.1,2.7
SEN015,,30.0,40.0,22.605999999999998
SEN019,,84.0,35.6,4.1
SEN034,,62.0,26.11111111111111,20.6
SEN028,,,34.77777777777778,16.0
SEN023,,90.0,34.6,3.8099999999999996
SEN002,,75.0,15.3,28.1
SEN029,,52.0,15.8,14.3
SEN033,,95.0,22.6,41.2
SEN016,,43.0,34.7,29.2
SEN033,,83.0,32.72222222222222,0.16
SEN007,,87.0,28.77777777777778,19.1
SEN001,,54.0,38.8,47.1
SEN016,,51.0,,-28.5
UNKNOWN,,54.0,23.88888888888889,25.0
SEN004,,94.0,28.3,0.56
SEN035,,36.0,,37.9
SEN036,,32.0,24.7,34.3
SEN019,,76.0,31.27777777777778,28.8
SEN020,,62.0,30.0,41.2
SEN018,,35.0,20.6,0.45
UNKNOWN,,63.0,,3.5
SEN035,,59.0,35.888888888888886,0.96
SEN010,,80.0,,39.3
SEN033,,71.0,38.2,31.2
SEN019,,93.0,,
UNKNOWN,,35.0,36.611111111111114,1.93
SEN038,,62.0,23.6,42.2
SEN012,,33.0,33.5,37.7
SEN027,,93.0,29.6,49.3
SEN049,,81.0,29.6,41.401999999999994
SEN002,,,15.277777777777779,43.1
SEN034,,87.0,27.722222222222225,20.32
SEN017,,51.0,26.5,
SEN036,,59.0,38.27777777777778,0.35
SEN020,,85.0,,35.9
SEN045,,61.0,38.27777777777778,37.3
SEN038,,64.0,25.6,9.5
SEN040,,33.0,18.88888888888889,10.6
UNKNOWN,,53.0,23.72222222222222,
SEN025,,48.0,23.61111111111111,4.0
SEN026,,66.0,,22.8
SEN024,,32.0,18.22222222222222,47.2
SEN035,,44.0,35.388888888888886,30.225999999999996
SEN005,,77.0,21.611111111111114,47.7
SEN016,,38.0,15.1,15.0
SEN001,,59.0,23.4,38.6
SEN026,,61.0,26.5,-40.3
SEN002,,78.0,25.72222222222222,
SEN011,,45.0,32.1,1.8
SEN048,,72.0,32.888888888888886,14.3
SEN007,,36.0,,4.8
SEN024,,,15.277777777777779,13.208
SEN011,,,26.0,47.244
SEN004,,53.0,22.9,17.6
SEN016,,55.0,,41.91
SEN018,,76.0,,40.6
SEN040,,89.0,32.388888888888886,22.0
SEN030,,86.0,27.38888888888889,25.2
SEN043,,73.0,22.11111111111111,5.0
SEN013,,63.0,24.777777777777775,-48.8
SEN032,,72.0,,0.76
SEN010,,36.0,,37.5
SEN004,,37.0,28.0,11.1
SEN045,,,16.1,5.8
SEN040,,33.0,28.2,13.208
SEN018,2026-06-07 05:30:00,64.0,22.7,13.4
SEN029,,51.0,28.5,24.4
SEN004,,46.0,16.27777777777778,44.449999999999996
SEN026,2026-06-19 05:30:00,39.0,20.38888888888889,48.3
SEN018,,65.0,17.8,42.7
SEN041,,78.0,31.72222222222222,33.9
SEN050,,90.0,31.6,1.7
SEN038,,66.0,,37.9
SEN019,,77.0,,40.4
SEN050,,68.0,25.27777777777778,47.6
SEN049,,92.0,17.8,21.6
SEN050,,,,5.588
SEN043,,32.0,,
SEN013,,70.0,30.2,36.0
SEN030,,61.0,35.3,39.3
UNKNOWN,,33.0,38.5,10.921999999999999
SEN014,,52.0,36.5,26.0
SEN046,,90.0,28.111111111111107,39.878
SEN037,,81.0,29.0,0.7
UNKNOWN,,50.0,19.388888888888893,37.6
SEN009,,69.0,38.111111111111114,23.3
SEN027,,71.0,28.4,33.3
SEN046,,46.0,18.61111111111111,16.4
UNKNOWN,,75.0,20.4,19.3
SEN021,,75.0,17.61111111111111,
SEN026,,53.0,21.0,13.97
SEN005,,,31.27777777777778,19.558
SEN001,,89.0,39.7,0.98
SEN008,,76.0,39.27777777777778,
SEN009,,66.0,19.27777777777778,37.0
SEN030,2026-05-29 05:30:00,,15.5,7.9
SEN048,,81.0,28.0,18.8
SEN003,,88.0,16.38888888888889,
SEN016,,74.0,,-28.0
SEN023,,76.0,17.72222222222222,0.52
SEN032,,79.0,,10.668
SEN024,,54.0,18.61111111111111,-33.9
SEN038,,37.0,20.2,41.9
UNKNOWN,,,24.61111111111111,19.8
SEN022,,,37.3,27.4
SEN017,,67.0,25.500000000000004,33.4
SEN001,,48.0,18.5,49.1
SEN016,,33.0,30.2,-47.5
SEN002,,76.0,,22.4
SEN004,,65.0,36.0,13.8
SEN013,,75.0,16.1,12.4
SEN047,,75.0,39.7,43.18
SEN015,,75.0,21.6,28.0
SEN041,,49.0,,37.846
SEN035,,85.0,32.4,28.194000000000003
UNKNOWN,,61.0,,21.9
SEN043,,72.0,30.9,9.398
SEN028,,34.0,25.2,49.275999999999996
UNKNOWN,,69.0,32.27777777777778,3.3
SEN019,,50.0,39.6,43.434
SEN007,,59.0,37.72222222222222,11.5
SEN017,,49.0,29.5,34.544000000000004
SEN050,,44.0,18.5,7.874
SEN048,,59.0,32.8,21.336
SEN019,,63.0,17.7,33.2
SEN027,,57.0,21.8,1.016
SEN031,,90.0,39.7,-22.0
SEN012,,34.0,33.388888888888886,3.3
SEN015,,61.0,24.111111111111114,1.5239999999999998
SEN036,,46.0,35.888888888888886,5.1
SEN035,,30.0,35.27777777777778,31.9
SEN044,,31.0,15.5,9.652
SEN045,,,18.111111111111107,1.82
SEN047,,82.0,19.777777777777775,27.686
UNKNOWN,,31.0,38.1,17.4
SEN038,,,20.4,26.5
UNKNOWN,,54.0,28.111111111111107,34.0
SEN006,,41.0,24.72222222222222,30.9
SEN048,,83.0,,26.5
SEN045,,32.0,35.5,4.7
SEN027,,68.0,21.22222222222222,-28.1
SEN032,,,37.4,-13.5
SEN044,,90.0,30.8,20.574
SEN025,,72.0,24.1,-24.6
SEN005,,33.0,32.7,14.1
SEN020,,54.0,36.388888888888886,38.608
SEN034,,61.0,33.5,25.8
SEN038,,32.0,18.6,29.4
SEN018,,46.0,27.77777777777778,-35.5
SEN025,,93.0,37.5,16.2
SEN018,,74.0,35.388888888888886,26.9
SEN024,,,,0.65
SEN039,,66.0,22.2,37.0
SEN044,,47.0,38.4,6.6
SEN009,,63.0,38.27777777777778,43.6
SEN025,,34.0,24.88888888888889,35.8
SEN029,,63.0,32.6,19.7
SEN035,,87.0,38.9,40.8
SEN009,,83.0,17.0,22.098
SEN045,,58.0,37.6,
SEN011,,75.0,,33.782
SEN022,,77.0,24.777777777777775,47.498
SEN022,,63.0,25.5,-25.3
SEN009,,,36.22222222222222,25.145999999999997
SEN011,,83.0,23.0,16.9
SEN029,,76.0,29.38888888888889,35.5
SEN036,,72.0,37.2,1.61
SEN043,,88.0,28.6,5.6
SEN003,,55.0,37.7,49.022
SEN033,,71.0,30.0,-10.2
SEN009,,65.0,,13.2
SEN017,,69.0,17.72222222222222,0.45
SEN035,,54.0,36.9,-33.3
SEN012,,,36.6,37.7
SEN018,,79.0,38.27777777777778,-46.3
SEN047,,46.0,36.2,
SEN002,,64.0,29.88888888888889,49.0
SEN026,,34.0,22.0,47.8
SEN022,,71.0,35.0,42.7
SEN043,,82.0,,24.13
SEN008,,68.0,22.2,8.382
SEN002,,77.0,23.000000000000004,31.75
SEN035,,67.0,,16.7
SEN018,,31.0,37.72222222222222,33.2
SEN028,,,23.4,7.6
UNKNOWN,,30.0,20.72222222222222,-37.3
SEN024,,35.0,35.5,46.5
SEN047,,94.0,22.7,6.604
SEN003,,60.0,26.888888888888893,11.2
SEN011,,95.0,,39.1
SEN013,,51.0,32.1,46.736
SEN050,,76.0,,9.398
SEN037,,36.0,32.77777777777778,37.3
SEN010,,36.0,18.1,16.3
SEN027,,45.0,32.7,32.2
SEN006,,88.0,20.38888888888889,5.6
SEN012,,33.0,33.9,15.6
SEN028,,84.0,17.77777777777778,27.3
SEN046,,66.0,24.0,30.4
SEN027,,55.0,16.72222222222222,45.974
SEN022,,94.0,22.88888888888889,42.672
SEN044,,67.0,38.5,-31.8
SEN007,,87.0,26.9,-27.3
SEN036,,59.0,19.7,-12.2
SEN007,,45.0,31.72222222222222,
SEN050,,,23.7,
SEN037,,93.0,34.111111111111114,-5.1
SEN021,,70.0,20.888888888888886,9.5
SEN050,,39.0,16.11111111111111,32.2
SEN046,,94.0,19.7,35.7
SEN018,,,33.888888888888886,33.8
SEN006,,77.0,27.5,25.4
SEN011,,,27.88888888888889,10.413999999999998
SEN006,,91.0,18.88888888888889,20.827999999999996
SEN016,,,,1.72
SEN001,,78.0,16.1,26.9
SEN026,,46.0,,
SEN042,2026-04-09 05:30:00,87.0,39.6,38.0
SEN025,,66.0,25.1,48.5
SEN035,,40.0,25.9,15.8
SEN022,,51.0,35.611111111111114,4.1
SEN024,,83.0,20.500000000000004,-16.0
SEN003,,91.0,18.2,41.8
SEN030,,53.0,23.8,8.128
SEN045,,88.0,31.1,-40.6
SEN045,,52.0,20.611111111111107,3.8099999999999996
SEN035,,44.0,19.3,25.4
SEN028,,71.0,23.22222222222222,32.004
SEN024,,60.0,38.111111111111114,45.7
SEN024,,51.0,25.0,2.8
SEN002,,59.0,,-28.7
SEN025,,,15.1,20.1
SEN014,,94.0,19.4,40.894
SEN010,,60.0,34.0,1.56
SEN001,,32.0,28.9,-18.0
SEN013,,55.0,15.38888888888889,16.9
SEN007,,84.0,21.6,31.9
SEN022,,,36.6,0.13
SEN027,,94.0,,0.73
SEN046,,60.0,18.22222222222222,11.5
SEN011,,67.0,32.111111111111114,-49.7
SEN032,,55.0,38.77777777777778,-37.8
SEN017,,56.0,28.4,46.5
SEN001,,31.0,,19.304
SEN030,,78.0,30.72222222222222,17.7
SEN036,,36.0,25.3,18.0
SEN025,,85.0,23.6,12.6
SEN044,,66.0,30.0,
SEN033,,,39.3,19.4
SEN039,,68.0,33.1,44.7
SEN005,,92.0,37.611111111111114,32.4
SEN021,,36.0,18.7,30.4
SEN017,,74.0,15.277777777777779,0.9
SEN050,,86.0,26.0,49.0
SEN011,,62.0,32.1,4.1
SEN001,,83.0,24.27777777777778,48.2
UNKNOWN,,43.0,20.7,23.2
SEN028,,,16.6,42.4
SEN004,,88.0,31.6,9.652
SEN021,,55.0,,37.8
SEN007,,91.0,28.7,41.3
UNKNOWN,,91.0,23.000000000000004,18.7
SEN010,,50.0,21.27777777777778,44.449999999999996
SEN027,,72.0,27.77777777777778,19.4
SEN038,,75.0,33.2,48.1
SEN004,,90.0,33.9,18.9
SEN043,,36.0,16.61111111111111,11.684
SEN042,,,,49.784
SEN036,,64.0,,36.57599999999999
SEN016,,93.0,,11.4
SEN039,,76.0,34.27777777777778,1.79
SEN025,,76.0,15.61111111111111,0.24
SEN014,,62.0,24.0,47.6
SEN049,,72.0,20.4,33.8
SEN002,,,,-39.2
SEN013,,57.0,,-46.4
SEN037,,49.0,,30.5
SEN007,,,32.5,16.6
SEN022,,47.0,20.9,18.3
SEN009,,54.0,,7.365999999999999
SEN020,,80.0,32.0,25.1
SEN018,,94.0,21.611111111111114,13.0
SEN033,,73.0,28.6,23.3
SEN045,,84.0,34.22222222222222,11.176
SEN016,,51.0,38.4,18.5
SEN047,,85.0,38.388888888888886,
SEN024,,62.0,34.22222222222222,8.5
SEN028,,50.0,39.22222222222222,41.3
SEN035,,50.0,,24.4
SEN016,,69.0,,43.3
SEN040,,32.0,,
SEN026,,67.0,35.9,-2.0
SEN022,,55.0,24.9,1.1
SEN048,,67.0,25.9,6.3
SEN028,,50.0,27.3,
SEN005,,95.0,29.2,48.1
SEN006,,93.0,,41.4
SEN040,,68.0,20.222222222222225,47.8
SEN018,,31.0,36.4,0.7619999999999999
SEN023,,,32.2,4.8
SEN025,,61.0,21.0,2.1
SEN043,,85.0,38.7,6.095999999999999
SEN001,,33.0,32.611111111111114,31.6
SEN014,,79.0,29.0,20.1
SEN035,,45.0,20.3,48.1
SEN005,,55.0,18.2,-46.5
SEN049,,48.0,,12.6
SEN043,,93.0,18.1,40.894
UNKNOWN,,50.0,26.7,35.306
SEN040,,78.0,23.7,6.35
SEN003,,86.0,,49.5
UNKNOWN,,62.0,32.9,49.784
SEN017,,51.0,24.0,12.7
SEN036,,,28.88888888888889,28.5
UNKNOWN,,93.0,,44.449999999999996
SEN023,,,29.38888888888889,1.1
SEN049,,45.0,,0.7619999999999999
SEN003,,,18.3,39.1
SEN027,,77.0,30.11111111111111,27.4
SEN017,,62.0,28.111111111111107,-38.8
SEN037,,85.0,21.77777777777778,-18.0
SEN008,,41.0,23.77777777777778,16.509999999999998
SEN049,2026-07-26 05:30:00,60.0,19.0,
SEN030,,87.0,26.3,40.2
SEN015,,83.0,,5.2
UNKNOWN,,68.0,,39.624
SEN039,,73.0,16.7,8.7
SEN012,,65.0,33.77777777777778,49.529999999999994
SEN004,,35.0,33.27777777777778,48.2
SEN022,,74.0,29.27777777777778,6.6
SEN015,,34.0,37.4,-5.4
SEN047,,,19.1,
SEN030,,62.0,37.8,
SEN004,,,15.0,33.1
SEN006,,88.0,23.3,-42.4
SEN005,,85.0,18.5,44.1
SEN028,,79.0,17.5,43.6
SEN043,,40.0,39.9,0.97
SEN027,,,16.72222222222222,0.01
SEN020,,44.0,35.5,24.7
UNKNOWN,,93.0,37.7,-37.1
SEN029,,59.0,38.1,3.3
SEN020,,77.0,26.0,4.8
SEN014,,63.0,28.72222222222222,14.8
SEN022,,34.0,32.5,
SEN020,,78.0,,-5.7
SEN022,,61.0,19.88888888888889,49.1
SEN050,,74.0,26.6,33.8
SEN021,,60.0,,2.4
UNKNOWN,,95.0,37.5,17.5
SEN005,,48.0,31.9,34.798
SEN042,,61.0,25.2,-34.3
SEN004,,43.0,39.72222222222222,39.1
SEN003,,47.0,28.0,39.2
SEN020,,,28.5,36.9
