arrival_id,date,mandi_id,crop_name,variety,farmer_count,arrival_quantity_qtl
ARR0007404,2026-07-02,MANDI-028,Rice,Premium,,98.65
ARR0014414,2026-04-17,MANDI-015,Wheat,Premium,31.0,121.99
ARR0017254,2026-04-18,MANDI-050,Cotton,PBW-343,25.0,104.87
ARR0007748,2026-12-06,MANDI-037,Wheat,Local,128.0,27.809999999999995
ARR0020730,2026-03-06,MANDI-020,Mustard,PBW-343,114.0,34.34
ARR0013496,2026-05-20,MANDI-020,Wheat,Local,23.0,312.32
ARR0021889,2026-02-27,MANDI-026,Sugarcane,,107.0,26.14
ARR0011377,2026-02-09,MANDI-004,Rice,HD-2967,110.0,487.2
ARR0004011,2026-03-16,MANDI-011,Wheat,HD-2967,,496.75
ARR0017427,2026-02-10,MANDI-004,Wheat,Hybrid,,17.03
ARR0011190,2026-07-23,MANDI-005,Maize,Premium,103.0,168.44
ARR0016477,2026-03-03,MANDI-050,Rice,Premium,69.0,371.75
ARR0005072,2026-06-03,MANDI-028,Cotton,Hybrid,134.0,12.0
ARR0022411,2026-07-20,MANDI-046,Rice,,47.0,158.78
,2026-01-07,MANDI-040,Sugarcane,Local,80.0,343.97
ARR0017541,2026-05-09,MANDI-012,Wheat,HD-2967,77.0,57.77
ARR0013832,2026-01-18,MANDI-008,Rice,,120.0,123.75
ARR0024771,2026-05-17,MANDI-024,Mustard,Premium,55.0,492.8
ARR0008543,2026-04-30,MANDI-011,Cotton,Pusa-1121,47.0,166.27
ARR0005763,2026-01-03,MANDI-038,Sugarcane,Pusa-1121,66.0,17.0
ARR0019845,2026-01-09,MANDI-012,Sugarcane,,90.0,9.0
ARR0011005,2026-01-21,MANDI-032,Rice,Local,90.0,2.2383
ARR0008704,2026-04-24,MANDI-003,Rice,Premium,55.0,244.42
ARR0018316,2026-01-20,MANDI-042,Wheat,Local,92.0,59.82
ARR0023922,2026-05-17,MANDI-022,Maize,Pusa-1121,30.0,25.0
ARR0019790,2026-01-21,MANDI-041,Maize,HD-2967,,443.39
ARR0010020,2026-05-21,MANDI-045,Wheat,Local,,399.49
ARR0015768,2026-04-20,MANDI-044,Wheat,Pusa-1121,,52.480000000000004
ARR0000225,2026-05-01,MANDI-020,Wheat,HD-2967,131.0,281.01
ARR0014093,2026-05-18,MANDI-018,Wheat,,50.0,439.14
ARR0003847,2026-08-28,MANDI-032,Mustard,Hybrid,72.0,49.0
ARR0008424,2026-03-09,MANDI-031,Rice,Premium,7.0,480.56
ARR0021420,2026-04-27,MANDI-014,Rice,PBW-343,,163.58
ARR0005419,2026-07-28,MANDI-055,Wheat,,13.0,267.14
ARR0012757,2026-08-23,MANDI-029,Wheat,HD-2967,40.0,346.71
ARR0001505,2026-06-21,MANDI-025,Sugarcane,Premium,97.0,15.0
ARR0003019,2026-06-22,MANDI-012,Mustard,Premium,6.0,277.67
ARR0010445,2026-09-06,MANDI-026,Mustard,PBW-343,65.0,251.9
ARR0014796,2026-06-18,MANDI-005,Sugarcane,Local,88.0,3.7285000000000004
ARR0006613,2026-05-18,MANDI-043,Cotton,Hybrid,147.0,313.37
ARR0022948,2026-03-28,MANDI-039,Wheat,Hybrid,27.0,197.64
ARR0013481,2026-07-01,MANDI-053,Cotton,Local,72.0,251.52
ARR0003262,2026-01-30,MANDI-031,Maize,Premium,70.0,37.43
ARR0021000,2026-06-01,MANDI-033,Cotton,Pusa-1121,111.0,34.56
ARR0022383,2026-08-20,MANDI-047,Rice,Pusa-1121,129.0,252.64
ARR0000964,2026-03-26,MANDI-041,Rice,,126.0,138.84
ARR0020559,2026-03-21,MANDI-040,Mustard,Local,36.0,158.68
ARR0023699,2026-04-21,MANDI-043,Maize,Hybrid,,294.67
ARR0023785,2026-05-18,MANDI-024,Maize,Premium,90.0,245.16
ARR0011234,2026-06-22,MANDI-008,Sugarcane,Pusa-1121,139.0,44.38
ARR0004160,2026-07-03,MANDI-012,Rice,PBW-343,137.0,202.26
ARR0011936,2026-07-12,MANDI-002,Mustard,Premium,125.0,227.01
ARR0021965,2026-02-25,MANDI-045,Mustard,Hybrid,27.0,40.37
ARR0009148,2026-04-23,MANDI-045,Mustard,,12.0,104.9
ARR0022363,2026-06-26,MANDI-030,Sugarcane,HD-2967,38.0,47.93
ARR0016326,2026-06-21,MANDI-031,Cotton,Local,111.0,378.45
ARR0023178,2026-03-09,MANDI-011,Rice,Premium,101.0,254.91
ARR0019268,2026-07-15,MANDI-052,Sugarcane,Hybrid,,4.204
ARR0009812,2026-04-15,MANDI-029,Maize,PBW-343,26.0,1.7922
ARR0010062,2026-01-19,MANDI-031,Maize,Premium,84.0,462.88
ARR0016008,2026-05-27,MANDI-055,Rice,HD-2967,57.0,185.6
ARR0022784,2026-08-27,MANDI-032,Sugarcane,,,14.75
ARR0009758,2026-01-17,MANDI-056,Sugarcane,Premium,9.0,379.11
ARR0024659,2026-05-04,MANDI-035,Rice,Premium,,0.6767000000000001
ARR0003512,2026-07-11,MANDI-025,Sugarcane,HD-2967,,487.89
ARR0015015,2026-07-29,MANDI-021,Sugarcane,Premium,92.0,16.0
ARR0000434,2026-04-02,MANDI-025,Mustard,Premium,95.0,34.0
ARR0002620,2026-07-10,MANDI-054,Rice,Premium,135.0,283.22
ARR0018702,2026-09-09,MANDI-052,Maize,,,26.550000000000004
ARR0017886,2026-07-29,MANDI-022,Wheat,Pusa-1121,28.0,498.82
ARR0023946,2026-07-26,MANDI-013,Cotton,,133.0,491.31
ARR0009608,2026-05-10,MANDI-022,Mustard,Hybrid,105.0,484.32
ARR0012981,2026-01-31,MANDI-052,Sugarcane,PBW-343,7.0,285.35
ARR0001536,2026-01-28,MANDI-008,Cotton,PBW-343,84.0,300.89
ARR0002879,2026-03-02,MANDI-010,Maize,HD-2967,18.0,176.48
ARR0014116,2026-04-03,MANDI-015,Sugarcane,,123.0,37.0
ARR0001273,2026-07-07,MANDI-019,Sugarcane,PBW-343,55.0,108.84
ARR0013917,2026-07-12,MANDI-033,Rice,PBW-343,126.0,310.09
ARR0003653,2026-05-20,MANDI-045,Mustard,Pusa-1121,87.0,451.13
ARR0023682,2026-05-27,MANDI-003,Mustard,Local,46.0,267.36
ARR0001617,2026-08-19,MANDI-053,Sugarcane,Local,116.0,167.31
ARR0005261,2026-08-11,MANDI-040,Wheat,Premium,90.0,59.45
ARR0017218,2026-01-16,MANDI-004,Wheat,Local,120.0,44.0
ARR0005964,2026-01-24,MANDI-055,Maize,Local,99.0,360.67
ARR0015534,2026-06-23,MANDI-047,Rice,Local,20.0,106.85000000000001
ARR0018831,2026-04-02,MANDI-021,Maize,Hybrid,62.0,134.94
ARR0024951,2026-04-09,MANDI-027,Rice,Pusa-1121,21.0,90.92
ARR0010722,2026-07-17,MANDI-018,Cotton,Premium,73.0,130.73
ARR0018807,2026-06-28,MANDI-020,Mustard,PBW-343,80.0,417.93
ARR0006558,2026-01-17,MANDI-046,Maize,Hybrid,,159.86
ARR0023262,2026-01-11,MANDI-025,Rice,HD-2967,60.0,23.24
ARR0011615,2026-05-06,MANDI-021,Mustard,Premium,12.0,39.74
ARR0021881,2026-04-26,MANDI-054,Maize,Local,53.0,68.67
ARR0015142,2026-08-31,MANDI-048,Rice,Premium,88.0,407.75
ARR0004557,2026-01-25,MANDI-053,Wheat,Local,145.0,382.01
ARR0005406,2026-08-28,MANDI-053,Wheat,PBW-343,20.0,236.82
ARR0018875,2026-07-04,MANDI-038,Wheat,PBW-343,27.0,147.61
ARR0022176,2026-02-25,MANDI-029,Rice,Local,137.0,368.35
ARR0019994,2026-03-06,MANDI-041,Rice,,125.0,395.98
ARR0020762,2026-06-05,MANDI-038,Mustard,,39.0,48.23
ARR0023542,2026-06-23,MANDI-021,Wheat,PBW-343,127.0,11.5
ARR0019551,2026-02-11,MANDI-038,Cotton,Hybrid,28.0,32.21
ARR0020683,2026-01-15,MANDI-024,Mustard,Premium,22.0,409.77
ARR0007871,2026-07-06,MANDI-044,Cotton,Premium,129.0,274.36
ARR0004310,2026-05-11,MANDI-051,Rice,,103.0,225.16
ARR0004029,2026-04-20,MANDI-018,Sugarcane,Pusa-1121,124.0,151.58
ARR0012969,2026-03-24,MANDI-048,Cotton,Pusa-1121,124.0,26.15
ARR0010355,2026-02-08,MANDI-055,Wheat,PBW-343,95.0,281.87
ARR0017185,2026-01-09,MANDI-032,Cotton,Premium,113.0,86.0
ARR0008414,2026-04-06,MANDI-007,Cotton,Local,49.0,2.0
ARR0000246,2026-11-03,MANDI-050,Wheat,Hybrid,61.0,47.0
ARR0018311,2026-03-13,MANDI-008,Cotton,Local,16.0,325.2
,2026-09-04,MANDI-002,Sugarcane,Premium,,271.32
ARR0015323,2026-06-17,MANDI-031,Rice,HD-2967,139.0,414.48
ARR0000309,2026-01-19,MANDI-016,Cotton,Hybrid,118.0,214.12
ARR0012351,2026-02-11,MANDI-012,Rice,Premium,63.0,143.74
ARR0014095,2026-07-05,MANDI-001,Rice,Local,90.0,186.01
ARR0020883,2026-04-15,MANDI-037,Mustard,,140.0,268.31
ARR0023068,2026-03-13,MANDI-055,Mustard,Local,55.0,325.13
ARR0020168,2026-07-21,MANDI-047,Mustard,Pusa-1121,,330.52
ARR0004954,2026-03-21,MANDI-039,Wheat,HD-2967,22.0,227.0
ARR0019736,2026-08-20,MANDI-030,Mustard,Local,,420.44
ARR0012646,2026-07-31,MANDI-001,Mustard,HD-2967,85.0,37.26
ARR0019041,2026-01-25,MANDI-044,Wheat,PBW-343,40.0,350.45
ARR0003106,2026-03-14,MANDI-037,Maize,Pusa-1121,34.0,36.08
ARR0014235,2026-07-29,MANDI-003,Sugarcane,HD-2967,80.0,365.72
ARR0013397,2026-07-17,MANDI-007,Rice,Pusa-1121,74.0,357.43
ARR0012093,2026-03-06,MANDI-053,Maize,Premium,121.0,216.73
ARR0019456,2026-01-22,MANDI-012,Cotton,,,411.05
ARR0008953,2026-08-06,MANDI-026,Wheat,Premium,97.0,399.21000000000004
ARR0022499,2026-05-10,MANDI-028,Rice,Local,118.0,15.0
ARR0011914,2026-06-02,MANDI-039,Rice,HD-2967,,275.03
ARR0024152,2026-08-30,MANDI-007,Maize,PBW-343,103.0,94.48
ARR0010240,2026-04-13,MANDI-040,Rice,PBW-343,77.0,480.16
ARR0002406,2026-08-14,MANDI-024,Maize,HD-2967,120.0,403.35
ARR0012488,2026-05-28,MANDI-003,Mustard,Premium,81.0,47.0
ARR0018579,2026-02-13,MANDI-055,Sugarcane,PBW-343,9.0,19.25
ARR0024525,2026-02-03,MANDI-048,Wheat,HD-2967,88.0,220.36
ARR0012190,2026-07-03,MANDI-005,Sugarcane,Local,64.0,85.01
ARR0005935,2026-07-26,MANDI-015,Mustard,Pusa-1121,20.0,125.96000000000001
ARR0004448,2026-01-25,MANDI-017,Rice,PBW-343,137.0,490.94
ARR0016814,2026-03-13,MANDI-032,Sugarcane,HD-2967,,333.21
ARR0017407,2026-06-28,MANDI-056,Mustard,PBW-343,6.0,306.31
ARR0010505,2026-04-10,MANDI-057,Wheat,Pusa-1121,13.0,20.0
ARR0011948,2026-07-08,MANDI-019,Wheat,HD-2967,110.0,430.52
ARR0014986,2026-07-20,MANDI-038,Mustard,PBW-343,98.0,230.69
ARR0013527,2026-04-16,MANDI-019,Rice,HD-2967,28.0,227.52
ARR0011942,2026-04-10,MANDI-026,Maize,,39.0,196.91
ARR0017245,2026-08-19,MANDI-011,Cotton,Premium,100.0,487.76
ARR0013064,2026-05-17,MANDI-045,Mustard,Premium,39.0,316.63
ARR0016506,2026-01-17,MANDI-018,Cotton,PBW-343,,30.55
ARR0002268,2026-09-04,MANDI-002,Wheat,Local,,259.2
ARR0003930,2026-06-02,MANDI-003,Cotton,Pusa-1121,45.0,453.03000000000003
ARR0021761,2026-06-24,MANDI-057,Sugarcane,Premium,61.0,122.53
ARR0014631,2026-02-15,MANDI-008,Wheat,Premium,149.0,14.0
ARR0021433,2026-05-02,MANDI-025,Rice,Local,36.0,67.27
ARR0001167,2026-06-01,MANDI-019,Rice,Pusa-1121,,397.73
ARR0008228,2026-02-05,MANDI-008,Maize,Hybrid,94.0,157.6
ARR0008444,2026-04-12,MANDI-024,Wheat,Local,126.0,425.12
ARR0007450,2026-01-21,MANDI-006,Sugarcane,Hybrid,24.0,222.15
ARR0018060,2026-08-16,MANDI-042,Rice,,115.0,63.52
,2026-03-11,MANDI-044,Mustard,Local,64.0,120.32
ARR0005534,2026-02-14,MANDI-027,Wheat,Premium,109.0,51.27
ARR0019849,2026-07-14,MANDI-012,Maize,Pusa-1121,66.0,490.22
ARR0012294,2026-11-07,MANDI-017,Wheat,HD-2967,84.0,465.8
ARR0013621,2026-07-17,MANDI-034,Maize,HD-2967,52.0,490.9
ARR0020553,2026-05-20,MANDI-046,Sugarcane,,110.0,479.09
ARR0010983,2026-04-30,MANDI-037,Cotton,PBW-343,57.0,15.0
ARR0003354,2026-07-05,MANDI-042,Mustard,Local,29.0,319.51
ARR0010679,2026-01-23,MANDI-004,Mustard,HD-2967,77.0,484.9200000000001
ARR0014933,2026-04-17,MANDI-021,Sugarcane,Premium,76.0,343.6700000000001
ARR0009684,2026-01-08,MANDI-039,Cotton,,45.0,474.62
ARR0015609,2026-08-01,MANDI-032,Cotton,Local,120.0,234.87
ARR0013737,2026-07-22,MANDI-036,Maize,HD-2967,149.0,372.17
ARR0024836,2026-06-02,MANDI-026,Wheat,Local,97.0,146.35
ARR0005658,2026-03-04,MANDI-023,Sugarcane,PBW-343,29.0,138.46
ARR0019392,2026-08-20,MANDI-037,Sugarcane,PBW-343,50.0,436.93
ARR0023704,2026-03-06,MANDI-022,Sugarcane,HD-2967,137.0,2.7041000000000004
ARR0014523,2026-07-08,MANDI-017,Rice,Premium,35.0,469.24
ARR0021885,2026-03-27,MANDI-055,Sugarcane,Premium,59.0,295.05
ARR0015414,2026-07-27,MANDI-041,Rice,,103.0,184.74
ARR0022005,2026-08-15,MANDI-026,Maize,Premium,53.0,465.21
ARR0004575,2026-02-03,MANDI-004,Mustard,HD-2967,107.0,31.45
ARR0001372,2026-09-02,MANDI-045,Wheat,,118.0,430.34000000000003
ARR0013352,2026-02-14,MANDI-048,Maize,,149.0,482.46
ARR0013726,2026-07-24,MANDI-035,Sugarcane,PBW-343,77.0,47.629999999999995
ARR0009871,2026-07-27,MANDI-004,Cotton,Local,135.0,294.55
ARR0013821,2026-05-28,MANDI-004,Sugarcane,Pusa-1121,6.0,156.23
ARR0015812,2026-09-02,MANDI-049,Cotton,Premium,,158.77
ARR0001206,2026-01-03,MANDI-016,Mustard,,131.0,40.0
ARR0021210,2026-02-22,MANDI-013,Mustard,Premium,112.0,268.4
ARR0014359,2026-04-20,MANDI-023,Maize,Pusa-1121,140.0,96.61
,2026-01-18,MANDI-049,Mustard,Premium,39.0,37.88
ARR0022024,2026-10-03,MANDI-040,Sugarcane,Local,77.0,133.58
ARR0005166,2026-03-28,MANDI-016,Cotton,Hybrid,,383.3
ARR0006378,2026-06-07,MANDI-046,Rice,Premium,139.0,116.41
ARR0017736,2026-03-24,MANDI-003,Wheat,PBW-343,71.0,372.39
ARR0021906,2026-07-01,MANDI-005,Cotton,Hybrid,,237.8
ARR0004291,2026-02-19,MANDI-018,Wheat,HD-2967,142.0,200.59
ARR0024138,2026-04-21,MANDI-042,Mustard,Pusa-1121,66.0,499.97
ARR0019377,2026-09-09,MANDI-018,Rice,HD-2967,57.0,297.76
ARR0016070,2026-04-25,MANDI-037,Sugarcane,Pusa-1121,115.0,365.36
ARR0018036,2026-05-19,MANDI-045,Maize,Hybrid,115.0,33.8
ARR0006675,2026-04-03,MANDI-052,Mustard,HD-2967,24.0,449.07
ARR0002928,2026-08-03,MANDI-049,Cotton,Hybrid,82.0,326.93
ARR0023823,2026-03-23,MANDI-030,Cotton,HD-2967,99.0,324.93
ARR0001871,2026-06-19,MANDI-052,Rice,Hybrid,56.0,201.55
ARR0010570,2026-06-15,MANDI-008,Mustard,,62.0,4.5157
ARR0004592,2026-08-20,MANDI-023,Sugarcane,Hybrid,109.0,456.09000000000003
ARR0018332,2026-07-23,MANDI-013,Mustard,Hybrid,120.0,115.55
ARR0000587,2026-06-03,MANDI-057,Sugarcane,HD-2967,73.0,465.28
ARR0014970,2026-03-18,MANDI-041,Sugarcane,PBW-343,61.0,203.8
ARR0012161,2026-06-15,MANDI-014,Mustard,,16.0,122.55
ARR0013219,2026-03-29,MANDI-051,Cotton,Hybrid,,404.20000000000005
ARR0003044,2026-05-30,MANDI-028,Maize,,116.0,245.52
ARR0008517,2026-06-02,MANDI-028,Maize,PBW-343,78.0,5.0
ARR0005437,2026-04-11,MANDI-017,Wheat,Premium,28.0,130.76
ARR0018472,2026-03-15,MANDI-039,Maize,Pusa-1121,22.0,299.72
ARR0013695,2026-02-23,MANDI-018,Rice,PBW-343,26.0,186.88
ARR0020003,2026-03-31,MANDI-006,Mustard,Local,,245.41
ARR0019035,2026-02-23,MANDI-049,Cotton,Premium,99.0,344.47
ARR0013837,2026-01-27,MANDI-049,Rice,Pusa-1121,50.0,177.67000000000002
ARR0009943,2026-05-25,MANDI-043,Maize,Local,,120.14
ARR0022848,2026-08-30,MANDI-009,Sugarcane,,26.0,88.23
ARR0023647,2026-08-20,MANDI-027,Mustard,HD-2967,51.0,451.25
ARR0023700,2026-01-09,MANDI-032,Wheat,Premium,,485.77
ARR0015138,2026-02-08,MANDI-026,Wheat,Local,150.0,84.2
ARR0017745,2026-11-08,MANDI-035,Maize,Local,42.0,14.0
ARR0016012,2026-07-31,MANDI-010,Rice,Premium,55.0,421.18
ARR0001188,2026-08-14,MANDI-036,Sugarcane,HD-2967,12.0,143.84
ARR0022915,2026-04-08,MANDI-054,Maize,PBW-343,20.0,203.66999999999996
ARR0017436,2026-09-01,MANDI-044,Wheat,Local,119.0,483.16
ARR0021532,2026-04-04,MANDI-050,Sugarcane,Pusa-1121,110.0,239.63
ARR0019756,2026-01-01,MANDI-018,Wheat,Premium,69.0,312.54
ARR0005772,2026-11-04,MANDI-041,Maize,Local,45.0,409.1
ARR0024902,2026-01-16,MANDI-016,Mustard,Hybrid,73.0,166.53
ARR0018217,2026-01-20,MANDI-015,Wheat,Premium,82.0,224.88
ARR0024169,2026-12-06,MANDI-026,Wheat,Local,101.0,315.19
ARR0009940,2026-07-14,MANDI-053,Sugarcane,PBW-343,135.0,223.78
ARR0019830,2026-10-06,MANDI-038,Mustard,Pusa-1121,113.0,42.65
ARR0020495,2026-08-12,MANDI-022,Sugarcane,Local,119.0,115.93
ARR0018255,2026-06-22,MANDI-050,Cotton,Hybrid,,277.21
ARR0007496,2026-02-19,MANDI-033,Rice,HD-2967,16.0,453.13
ARR0010734,2026-03-24,MANDI-031,Rice,PBW-343,114.0,322.78
ARR0014294,2026-08-11,MANDI-015,Wheat,PBW-343,,274.85
ARR0020155,2026-06-25,MANDI-032,Sugarcane,Pusa-1121,,315.18
ARR0009595,2026-08-07,MANDI-019,Maize,PBW-343,83.0,26.47
ARR0023769,2026-07-12,MANDI-040,Mustard,Hybrid,9.0,207.89
ARR0001040,2026-06-27,MANDI-019,Maize,Premium,102.0,19.55
ARR0002134,2026-02-01,MANDI-032,Rice,Premium,131.0,395.84
ARR0021285,2026-04-07,MANDI-005,Wheat,Premium,73.0,326.14
ARR0022728,2026-06-18,MANDI-043,Maize,Pusa-1121,76.0,471.5
ARR0011609,2026-11-05,MANDI-003,Sugarcane,Hybrid,33.0,248.52
ARR0003335,2026-02-18,MANDI-030,Rice,,,17.44
ARR0009749,2026-02-04,MANDI-005,Rice,Pusa-1121,,82.19
ARR0006317,2026-05-17,MANDI-012,Maize,Local,82.0,337.08
ARR0019351,2026-03-11,MANDI-044,Wheat,Local,20.0,109.69
ARR0011019,2026-04-29,MANDI-025,Mustard,Local,27.0,24.14
ARR0000827,2026-03-24,MANDI-018,Cotton,HD-2967,106.0,280.28
ARR0003009,2026-06-21,MANDI-033,Rice,Local,,307.88
ARR0014450,2026-08-11,MANDI-041,Cotton,HD-2967,7.0,201.57
ARR0008642,2026-06-09,MANDI-032,Sugarcane,Hybrid,18.0,296.34
ARR0001145,2026-04-13,MANDI-027,Cotton,Local,9.0,175.38
ARR0014075,2026-03-15,MANDI-013,Rice,PBW-343,148.0,11.74
ARR0005395,2026-02-23,MANDI-027,Sugarcane,PBW-343,63.0,405.79999999999995
ARR0004631,2026-04-05,MANDI-055,Rice,Premium,150.0,366.66
ARR0020290,2026-04-12,MANDI-051,Cotton,Local,15.0,146.39
ARR0001159,2026-06-05,MANDI-057,Wheat,Local,,222.85
ARR0012456,2026-03-28,MANDI-015,Rice,HD-2967,106.0,426.03000000000003
ARR0017878,2026-05-19,MANDI-036,Mustard,PBW-343,85.0,240.67000000000002
ARR0022810,2026-07-21,MANDI-022,Rice,Pusa-1121,131.0,326.51
ARR0014262,2026-02-01,MANDI-017,Maize,Premium,,405.37
ARR0021449,2026-04-19,MANDI-044,Maize,HD-2967,34.0,453.49
ARR0001303,2026-03-22,MANDI-016,Maize,Local,45.0,102.12
ARR0006751,2026-04-19,MANDI-022,Wheat,Premium,66.0,319.68
ARR0007501,2026-07-19,MANDI-038,Mustard,Hybrid,,395.65
ARR0018675,2026-02-27,MANDI-013,Mustard,HD-2967,6.0,271.13
ARR0016059,2026-06-30,MANDI-030,Sugarcane,,144.0,487.68
ARR0006271,2026-01-03,MANDI-054,Maize,PBW-343,,183.92
ARR0016927,2026-04-08,MANDI-007,Rice,Pusa-1121,10.0,477.08
ARR0003883,2026-06-30,MANDI-025,Rice,,121.0,55.45
ARR0011444,2026-02-01,MANDI-002,Mustard,,124.0,364.30999999999995
ARR0024429,2026-01-01,MANDI-039,Wheat,Local,49.0,443.13
,2026-07-02,MANDI-028,Sugarcane,,146.0,386.44
ARR0019241,2026-03-22,MANDI-045,Mustard,Premium,131.0,124.05
ARR0015918,2026-07-17,MANDI-056,Maize,PBW-343,,68.36
ARR0006945,2026-04-09,MANDI-051,Wheat,,124.0,30.21
ARR0003107,2026-11-03,MANDI-015,Rice,Hybrid,24.0,92.19
ARR0004808,2026-05-02,MANDI-053,Maize,HD-2967,104.0,172.88
ARR0016544,2026-04-18,MANDI-055,Mustard,HD-2967,100.0,125.84
ARR0020498,2026-07-18,MANDI-013,Rice,Local,99.0,244.07
ARR0006235,2026-08-30,MANDI-006,Wheat,Premium,45.0,88.05
ARR0018050,2026-07-02,MANDI-043,Rice,Local,25.0,175.26
ARR0006389,2026-05-03,MANDI-023,Wheat,Premium,9.0,4.0
ARR0018067,2026-08-23,MANDI-037,Sugarcane,Premium,39.0,4.6329
ARR0022124,2026-11-06,MANDI-040,Sugarcane,,34.0,282.4
ARR0015784,2026-05-17,MANDI-019,Sugarcane,,35.0,43.47
ARR0012433,2026-05-01,MANDI-048,Mustard,Hybrid,64.0,185.97
ARR0023668,2026-02-13,MANDI-047,Wheat,PBW-343,39.0,247.15
ARR0004825,2026-04-27,MANDI-056,Sugarcane,Local,,90.33
ARR0020837,2026-01-07,MANDI-049,Cotton,Premium,40.0,413.14
ARR0020550,2026-05-17,MANDI-036,Wheat,PBW-343,112.0,31.41
ARR0021439,2026-03-25,MANDI-056,Sugarcane,HD-2967,47.0,326.17
ARR0022170,2026-04-04,MANDI-047,Maize,PBW-343,102.0,47.83
ARR0023264,2026-06-08,MANDI-021,Mustard,Pusa-1121,,430.91
ARR0004206,2026-07-09,MANDI-051,Rice,HD-2967,,147.44
ARR0019588,2026-01-16,MANDI-013,Sugarcane,Pusa-1121,120.0,188.28
ARR0019265,2026-08-28,MANDI-036,Sugarcane,,41.0,145.09
ARR0024796,2026-02-20,MANDI-047,Cotton,HD-2967,65.0,344.86
ARR0002894,2026-10-05,MANDI-038,Rice,Local,105.0,466.38
ARR0007295,2026-08-03,MANDI-023,Sugarcane,Premium,135.0,412.87
ARR0012139,2026-03-28,MANDI-029,Wheat,,139.0,302.16
ARR0008318,2026-07-27,MANDI-022,Maize,Local,141.0,49.1
ARR0023784,2026-03-28,MANDI-036,Mustard,,19.0,253.45000000000002
ARR0008207,2026-07-18,MANDI-021,Wheat,PBW-343,70.0,414.31
ARR0000219,2026-01-23,MANDI-009,Wheat,Hybrid,,463.07
ARR0022427,2026-07-28,MANDI-014,Maize,,,353.14
ARR0005450,2026-04-02,MANDI-023,Cotton,Pusa-1121,59.0,370.84
ARR0007004,2026-09-06,MANDI-042,Cotton,PBW-343,55.0,498.59
ARR0002967,2026-01-17,MANDI-041,Sugarcane,HD-2967,26.0,243.51
ARR0021097,2026-04-28,MANDI-020,Sugarcane,Premium,,79.07
ARR0004473,2026-06-22,MANDI-001,Rice,HD-2967,49.0,247.72
ARR0011029,2026-03-05,MANDI-038,Sugarcane,,142.0,431.78000000000003
ARR0002877,2026-02-12,MANDI-028,Sugarcane,,77.0,297.96
ARR0017310,2026-04-08,MANDI-006,Cotton,Local,36.0,165.4
ARR0007467,2026-05-05,MANDI-039,Maize,Premium,22.0,183.93
ARR0012624,2026-06-09,MANDI-052,Sugarcane,HD-2967,60.0,286.35
ARR0017053,2026-04-21,MANDI-014,Mustard,Hybrid,82.0,262.28
ARR0003209,2026-02-20,MANDI-038,Maize,,127.0,285.33
ARR0008604,2026-04-07,MANDI-018,Maize,Pusa-1121,146.0,18.32
ARR0018802,2026-11-08,MANDI-032,Maize,HD-2967,35.0,341.8
ARR0020356,2026-01-21,MANDI-035,Mustard,,87.0,216.88
ARR0010921,2026-11-05,MANDI-045,Maize,Local,,174.49
ARR0012919,2026-06-27,MANDI-028,Rice,,121.0,310.07
ARR0021887,2026-08-27,MANDI-013,Sugarcane,PBW-343,148.0,321.59
ARR0007912,2026-07-22,MANDI-020,Maize,Premium,,85.1
ARR0003116,2026-07-18,MANDI-018,Maize,Pusa-1121,118.0,17.0
ARR0006926,2026-03-23,MANDI-047,Rice,Hybrid,64.0,298.3
ARR0004880,2026-07-17,MANDI-052,Maize,Local,30.0,152.4
ARR0005684,2026-08-26,MANDI-019,Mustard,Hybrid,,117.36
ARR0011298,2026-03-27,MANDI-049,Cotton,Pusa-1121,71.0,196.19
ARR0003942,2026-05-28,MANDI-046,Maize,Pusa-1121,74.0,2.773
ARR0011661,2026-04-15,MANDI-023,Maize,HD-2967,14.0,5.0
ARR0010093,2026-05-28,MANDI-006,Cotton,,85.0,264.59
ARR0001605,2026-03-30,MANDI-031,Cotton,Local,104.0,52.68
ARR0003694,2026-07-26,MANDI-011,Cotton,Local,14.0,273.57
ARR0004743,2026-08-31,MANDI-025,Rice,HD-2967,33.0,108.98
ARR0004903,2026-10-06,MANDI-005,Mustard,Pusa-1121,114.0,123.5
ARR0006731,2026-02-11,MANDI-001,Rice,Local,126.0,429.66
ARR0024448,2026-04-11,MANDI-047,Wheat,Local,40.0,376.56
ARR0018356,2026-04-03,MANDI-038,Mustard,Pusa-1121,46.0,215.98000000000002
ARR0009273,2026-06-22,MANDI-044,Sugarcane,,75.0,452.23
ARR0000963,2026-04-17,MANDI-005,Cotton,Local,31.0,296.39
ARR0015496,2026-06-09,MANDI-008,Rice,Hybrid,60.0,57.92
ARR0008204,2026-01-25,MANDI-016,Sugarcane,Pusa-1121,23.0,490.04
ARR0006236,2026-06-22,MANDI-019,Wheat,,130.0,325.07
ARR0017798,2026-05-22,MANDI-015,Cotton,Hybrid,41.0,147.3
ARR0009873,2026-03-04,MANDI-033,Sugarcane,,,463.14
ARR0006215,2026-04-19,MANDI-016,Wheat,HD-2967,5.0,230.39000000000001
ARR0000328,2026-07-09,MANDI-042,Wheat,Pusa-1121,24.0,96.13
ARR0007950,2026-02-24,MANDI-037,Cotton,Hybrid,124.0,338.52
ARR0012440,2026-01-19,MANDI-010,Maize,HD-2967,149.0,31.96
